0.341982,0.000000,0.000000,0.281672,0.382033,0.175335,0.247348,0.331115,0.364588,0.128860,0.362027,0.103871,0.000000,0.154575,0.377640,0.000000,0.000000,0.425482,0.289341,0.341133
0.369769,0.000000,0.000000,0.309883,0.382736,0.054086,0.228298,0.372517,0.400630,0.166267,0.409471,0.129669,0.000000,0.175838,0.355588,0.000000,0.000000,0.393907,0.312883,0.414577
0.402806,0.000000,0.248160,0.297845,0.412673,0.222128,0.275475,0.428115,0.390511,0.187420,0.369683,0.179394,0.000000,0.173606,0.406492,0.000000,0.140811,0.007804,0.403757,0.396139
0.422861,0.000000,0.124704,0.303836,0.442928,0.238727,0.276972,0.430150,0.420549,0.183252,0.353257,0.211573,0.000000,0.197894,0.416259,0.000000,0.223738,0.007435,0.418088,0.407020
0.450392,0.000000,0.246051,0.175610,0.464456,0.280563,0.186131,0.475534,0.432340,0.196540,0.405447,0.236947,0.169503,0.184242,0.438534,0.000000,0.268600,0.006428,0.420086,0.429374
0.403432,0.000000,0.000000,0.407242,0.407884,0.294542,0.255177,0.375796,0.421656,0.125933,0.315030,0.000000,0.140811,0.124596,0.387529,0.000000,0.000000,0.423802,0.303974,0.360417
0.357857,0.000000,0.000000,0.242146,0.194246,0.118298,0.232442,0.189713,0.277772,0.246782,0.153236,0.136937,0.000000,0.144828,0.251171,0.000000,0.000000,0.386512,0.213155,0.252445
0.395386,0.000000,0.227896,0.376927,0.409260,0.195783,0.232434,0.475302,0.379175,0.194090,0.413341,0.055740,0.000000,0.295394,0.382261,0.000000,0.000000,0.432197,0.249156,0.339284
0.409404,0.000000,0.294345,0.353698,0.461067,0.130232,0.223747,0.412917,0.390783,0.183976,0.419603,0.070003,0.000000,0.221459,0.421877,0.000000,0.000000,0.420980,0.310388,0.368924
0.407067,0.000000,0.331375,0.376028,0.407989,0.209972,0.271505,0.428784,0.384268,0.183586,0.409756,0.050372,0.000000,0.204184,0.413243,0.000000,0.149088,0.433273,0.306129,0.406056
0.405004,0.000000,0.321585,0.172089,0.439685,0.006996,0.158396,0.402465,0.401645,0.179761,0.408473,0.043760,0.000000,0.193747,0.412288,0.000000,0.073235,0.418565,0.282649,0.357185
0.383923,0.000000,0.000000,0.284249,0.349969,0.216914,0.136351,0.000000,0.372094,0.177009,0.337195,0.000000,0.000000,0.257892,0.251564,0.000000,0.000000,0.243990,0.000000,0.215253
0.193344,0.000000,0.000000,0.233492,0.245707,0.019399,0.277303,0.000000,0.156634,0.073504,0.077649,0.000000,0.000000,0.000000,0.304667,0.000000,0.000000,0.269057,0.000000,0.244195
0.318906,0.000000,0.000000,0.317144,0.333592,0.028850,0.309078,0.350401,0.320663,0.148745,0.204593,0.111036,0.000000,0.172747,0.361182,0.000000,0.000000,0.330484,0.254982,0.319056
0.318872,0.000000,0.000000,0.370147,0.041439,0.005356,0.329847,0.037750,0.032860,0.173318,0.286394,0.146551,0.000000,0.212829,0.414042,0.000000,0.000000,0.316142,0.313842,0.362769
0.373481,0.000000,0.000000,0.375059,0.403701,0.012114,0.335632,0.420243,0.374581,0.189074,0.428031,0.175448,0.000000,0.227525,0.416322,0.000000,0.208385,0.437772,0.390189,0.420297
0.262214,0.000000,0.000000,0.372418,0.260423,0.153188,0.360726,0.396971,0.315717,0.176446,0.017011,0.166091,0.161548,0.165504,0.392401,0.000000,0.171009,0.042915,0.030949,0.423002
0.278624,0.000000,0.155828,0.405506,0.234945,0.167034,0.327011,0.355964,0.300459,0.170029,0.017436,0.178251,0.133326,0.150021,0.387148,0.000000,0.214423,0.041287,0.375194,0.362579
0.271464,0.000000,0.168305,0.369309,0.380915,0.126342,0.398404,0.390019,0.283204,0.179841,0.018047,0.188118,0.196782,0.163857,0.383773,0.000000,0.198295,0.039998,0.035999,0.403457
0.340302,0.000000,0.137225,0.353757,0.260037,0.007801,0.296323,0.414626,0.276713,0.169160,0.296477,0.226752,0.151107,0.197338,0.430889,0.000000,0.260256,0.034991,0.343817,0.039319
0.324960,0.000000,0.190857,0.307610,0.435189,0.139567,0.330603,0.381812,0.268591,0.171259,0.335193,0.181375,0.261823,0.196490,0.412275,0.000000,0.319181,0.036844,0.350365,0.397473
0.000000,0.000000,0.000000,0.075515,0.259403,0.000000,0.000000,0.161314,0.000000,0.116167,0.265292,0.000000,0.000000,0.100682,0.164936,0.000000,0.000000,0.288536,0.000000,0.058156
0.287252,0.000000,0.000000,0.375159,0.434722,0.024436,0.294354,0.277854,0.299629,0.174484,0.376060,0.298175,0.000000,0.204003,0.371359,0.000000,0.000000,0.412934,0.087371,0.314218
0.327098,0.000000,0.000000,0.427249,0.431209,0.040534,0.295351,0.315678,0.333444,0.148691,0.363982,0.263003,0.000000,0.228155,0.353433,0.000000,0.000000,0.371494,0.156592,0.309333
0.276568,0.000000,0.000000,0.414370,0.049937,0.007994,0.370010,0.055221,0.334935,0.167202,0.328963,0.273196,0.000000,0.227935,0.380038,0.000000,0.000000,0.389531,0.207708,0.390012
0.396165,0.000000,0.000000,0.356458,0.404126,0.165348,0.378351,0.416938,0.366655,0.193352,0.192980,0.230701,0.000000,0.243264,0.400935,0.000000,0.000000,0.337297,0.016002,0.342069
0.408155,0.000000,0.131582,0.360481,0.453801,0.193400,0.348955,0.388359,0.429914,0.188783,0.157149,0.257983,0.166624,0.258197,0.396657,0.000000,0.000000,0.362164,0.014638,0.331708
0.377939,0.000000,0.202609,0.329836,0.386909,0.185214,0.362463,0.393830,0.325638,0.183923,0.363279,0.272519,0.198147,0.302342,0.410309,0.000000,0.172165,0.348754,0.211703,0.359141
0.144333,0.000000,0.000000,0.178536,0.251619,0.000000,0.000000,0.000000,0.000000,0.027227,0.262880,0.000000,0.000000,0.000000,0.161706,0.000000,0.000000,0.189691,0.000000,0.203728
0.215654,0.000000,0.000000,0.249710,0.227974,0.042528,0.000000,0.241593,0.249225,0.140777,0.078134,0.000000,0.000000,0.024967,0.298982,0.000000,0.000000,0.130498,0.000000,0.250316
0.491920,0.000000,0.279554,0.482556,0.494052,0.379716,0.407775,0.466146,0.483639,0.167180,0.464542,0.325757,0.225120,0.158154,0.358685,0.000000,0.342688,0.491950,0.370443,0.478968
0.348250,0.000000,0.297855,0.202535,0.491033,0.178677,0.238322,0.457746,0.355309,0.110651,0.359977,0.260626,0.032132,0.091705,0.318434,0.000000,0.280975,0.466556,0.466167,0.436654
0.384404,0.000000,0.080668,0.468025,0.442905,0.180007,0.346478,0.472773,0.290962,0.104336,0.406189,0.292940,0.000635,0.098180,0.326720,0.000000,0.206457,0.462912,0.442026,0.423984
0.393394,0.000000,0.054085,0.141812,0.490900,0.045293,0.131512,0.476529,0.344014,0.138455,0.448053,0.301039,0.000000,0.082293,0.320219,0.000000,0.303827,0.441211,0.415847,0.378856
0.385174,0.000000,0.128252,0.373319,0.502605,0.097227,0.218950,0.483964,0.323177,0.113848,0.438670,0.275876,0.000000,0.070336,0.329882,0.000000,0.173352,0.006732,0.410493,0.398902
0.460597,0.000000,0.000000,0.444515,0.419207,0.348307,0.378268,0.423191,0.436108,0.166940,0.452152,0.078921,0.131605,0.182372,0.403578,0.000000,0.000000,0.372959,0.284455,0.092283
0.374125,0.000000,0.000000,0.429810,0.377686,0.000000,0.393383,0.340108,0.363447,0.116535,0.335930,0.250705,0.000000,0.153449,0.325387,0.000000,0.000000,0.370142,0.217965,0.362316
0.227307,0.000000,0.000000,0.249683,0.267622,0.051737,0.180468,0.069878,0.232237,0.144166,0.197955,0.068120,0.000000,0.158410,0.281396,0.000000,0.000000,0.271568,0.000000,0.199618
0.389085,0.000000,0.000000,0.352366,0.311068,0.230185,0.000000,0.164286,0.259680,0.124596,0.243267,0.000000,0.000000,0.086103,0.281111,0.000000,0.000000,0.283040,0.176915,0.236533
0.149585,0.000000,0.000000,0.150195,0.273798,0.033645,0.000000,0.000000,0.176521,0.178237,0.102905,0.000000,0.000000,0.000000,0.258175,0.000000,0.000000,0.167434,0.169443,0.061092
0.367065,0.000000,0.000000,0.388169,0.432463,0.105270,0.284112,0.424226,0.364917,0.137733,0.407811,0.207066,0.000000,0.318501,0.338075,0.000000,0.000000,0.424334,0.399875,0.366516
0.409707,0.000000,0.000000,0.461264,0.429412,0.235969,0.220539,0.464531,0.380670,0.175026,0.383122,0.073850,0.000000,0.211764,0.352461,0.000000,0.000000,0.405398,0.386816,0.364915
0.226176,0.000000,0.000000,0.400498,0.343074,0.243259,0.264174,0.414954,0.200569,0.168036,0.445192,0.080975,0.000000,0.221532,0.338167,0.000000,0.000000,0.424833,0.398895,0.403692
0.304598,0.000000,0.000000,0.309392,0.319463,0.229072,0.282804,0.224179,0.234764,0.128182,0.225033,0.000000,0.000000,0.081831,0.338511,0.000000,0.000000,0.297156,0.000000,0.308017
0.000000,0.000000,0.000000,0.000000,0.246832,0.082371,0.000000,0.133443,0.000000,0.114621,0.252536,0.000000,0.000000,0.000000,0.183197,0.000000,0.000000,0.165094,0.000000,0.075735
0.000000,0.000000,0.000000,0.279315,0.092880,0.019010,0.178184,0.256963,0.000000,0.095770,0.060220,0.000000,0.000000,0.019761,0.263927,0.000000,0.000000,0.352183,0.000000,0.175796
0.388128,0.000000,0.247432,0.418999,0.424791,0.007442,0.380385,0.000000,0.375372,0.226080,0.412227,0.124297,0.280762,0.249231,0.433500,0.000000,0.229759,0.347468,0.389479,0.412810
0.315343,0.000000,0.000000,0.385035,0.368847,0.007979,0.281345,0.342619,0.424688,0.196641,0.015248,0.172004,0.000000,0.172578,0.405344,0.000000,0.000000,0.336758,0.013126,0.303860
0.321115,0.000000,0.000000,0.399511,0.322877,0.008560,0.356731,0.243502,0.402894,0.196340,0.015728,0.190367,0.000000,0.174928,0.430719,0.000000,0.000000,0.372622,0.013245,0.309508
0.231305,0.000000,0.000000,0.295275,0.225122,0.021831,0.190186,0.000000,0.235679,0.130619,0.245840,0.000000,0.000000,0.250674,0.261516,0.000000,0.000000,0.253439,0.000000,0.217592
0.000000,0.000000,0.000000,0.218068,0.251209,0.027416,0.000000,0.000000,0.000000,0.144398,0.177021,0.000000,0.000000,0.000000,0.155299,0.000000,0.000000,0.151141,0.000000,0.161681
0.437681,0.000000,0.120629,0.375014,0.447865,0.374860,0.323029,0.344897,0.441956,0.177233,0.163876,0.202026,0.189365,0.161102,0.346860,0.000000,0.341556,0.074949,0.021265,0.328404
0.471422,0.000000,0.100824,0.372893,0.442831,0.373068,0.299895,0.305872,0.442900,0.181796,0.184008,0.198559,0.199824,0.168372,0.352899,0.000000,0.367573,0.075436,0.022017,0.331700
0.484930,0.000000,0.162401,0.439476,0.415717,0.337830,0.393579,0.396257,0.426658,0.209657,0.290792,0.204095,0.276695,0.156586,0.341066,0.000000,0.382646,0.407347,0.314330,0.384035
0.307152,0.000000,0.000000,0.271636,0.326090,0.119930,0.271651,0.369362,0.361006,0.202112,0.328385,0.249369,0.030593,0.154515,0.405783,0.000000,0.172530,0.090016,0.344376,0.352548
0.250966,0.000000,0.000000,0.121878,0.348506,0.220706,0.100472,0.000000,0.131480,0.095390,0.177490,0.000000,0.000000,0.013938,0.223171,0.000000,0.000000,0.286443,0.000000,0.184242
